LeftHand,RightHand,Support,Confidence,Lift
"('Class / 2',)","('housing / 760.4-880.2', 'transportation / 49.85-80.0', 'health / 101.2-150.4')",0.01104417670682731,0.055,3.652
"('Class / 2',)","('income / 1334.0-1721.0', 'transportation / 49.85-80.0', 'health / 101.2-150.4')",0.01104417670682731,0.055,4.213846153846154
"('Class / 2',)","('income / 947.0-1334.0', 'health / 101.2-150.4', 'transportation / 49.85-80.0')",0.014056224899598393,0.06999999999999999,3.32
"('Class / 2',)","('non-essential / 361.0-490.0', 'transportation / 49.85-80.0', 'health / 101.2-150.4')",0.01104417670682731,0.055,3.0433333333333334
"('Class / 2',)","('transportation / 49.85-80.0', 'health / 101.2-150.4', 'non-essential / 490.0-619.0')",0.015060240963855422,0.075,3.395454545454545
"('Class / 2',)","('university / 400.1-450.05', 'transportation / 49.85-80.0', 'health / 101.2-150.4')",0.01104417670682731,0.055,3.652
"('Class / 2',)","('income / 1334.0-1721.0', 'transportation / 49.85-80.0', 'health / 150.4-199.6')",0.012048192771084338,0.060000000000000005,3.1452631578947368
"('Class / 2',)","('non-essential / 361.0-490.0', 'transportation / 49.85-80.0', 'health / 150.4-199.6')",0.010040160642570281,0.05,3.1125000000000003
"('Class / 2',)","('non-essential / 490.0-619.0', 'transportation / 49.85-80.0', 'health / 150.4-199.6')",0.013052208835341365,0.065,3.237
"('Class / 2',)","('university / 400.1-450.05', 'transportation / 49.85-80.0', 'health / 150.4-199.6')",0.010040160642570281,0.05,3.5571428571428574
"('Class / 2',)","('income / 1334.0-1721.0', 'transportation / 49.85-80.0', 'housing / 640.6-760.4')",0.01104417670682731,0.055,4.9799999999999995
"('Class / 2',)","('transportation / 49.85-80.0', 'housing / 640.6-760.4', 'non-essential / 490.0-619.0')",0.014056224899598393,0.06999999999999999,4.3575
"('Class / 2',)","('transportation / 80.0-110.0', 'housing / 640.6-760.4', 'non-essential / 490.0-619.0')",0.012048192771084338,0.060000000000000005,3.1452631578947368
"('Class / 2',)","('income / 1334.0-1721.0', 'housing / 760.4-880.2', 'transportation / 49.85-80.0')",0.010040160642570281,0.05,3.8307692307692314
"('Class / 2',)","('housing / 760.4-880.2', 'transportation / 49.85-80.0', 'non-essential / 490.0-619.0')",0.013052208835341365,0.065,3.808235294117647
"('Class / 2',)","('housing / 760.4-880.2', 'transportation / 49.85-80.0', 'university / 350.15-400.1')",0.012048192771084338,0.060000000000000005,4.98
"('Class / 2',)","('income / 1334.0-1721.0', 'non-essential / 361.0-490.0', 'transportation / 49.85-80.0')",0.010040160642570281,0.05,3.5571428571428574
"('Class / 2',)","('income / 1334.0-1721.0', 'transportation / 49.85-80.0', 'non-essential / 490.0-619.0')",0.018072289156626505,0.09,3.4476923076923076
"('Class / 2',)","('income / 1334.0-1721.0', 'transportation / 49.85-80.0', 'university / 450.05-500.0')",0.010040160642570281,0.05,3.1125000000000003
"('Class / 2',)","('income / 1334.0-1721.0', 'transportation / 80.0-110.0', 'university / 350.15-400.1')",0.012048192771084338,0.060000000000000005,3.3200000000000003
"('Class / 2',)","('transportation / 49.85-80.0', 'income / 1721.0-2108.0', 'non-essential / 490.0-619.0')",0.010040160642570281,0.05,3.1125000000000003
"('Class / 2',)","('income / 947.0-1334.0', 'transportation / 49.85-80.0', 'university / 300.2-350.15')",0.010040160642570281,0.05,3.1125000000000003
"('Class / 2',)","('transportation / 49.85-80.0', 'university / 300.2-350.15', 'non-essential / 490.0-619.0')",0.01104417670682731,0.055,3.652
